Transaction_ID,Transaction_date,Gender,Age,Marital_status,State_names,Referal,Employees_status,Payment_method,Segment,Amount_spent
152423,2/6/2020,Male,51,Married,Ohio,0,workers,Other,Gold,295.67
152424,2/6/2020,Male,39,Married,Ohio,0,self-employed,Card,Missing,1659.23
152425,2/8/2020,Male,30,Married,Florida,1,workers,Other,Basic,1056.1
152426,2/8/2020,Male,70,Married,Rhode Island,0,workers,Other,Silver,988.82
152427,2/9/2020,Male,70,Married,Florida,1,self-employed,PayPal,Basic,153.01
152428,2/9/2020,Female,21,Single,Georgia,0,workers,PayPal,Platinum,438.2
152429,2/10/2020,Male,62,Married,Tennessee,1,Unemployment,Other,Basic,1728.43
152430,2/10/2020,Female,44,Single,Michigan,0,self-employed,PayPal,Silver,1590.63
152431,2/11/2020,Male,66,Married,Idaho,0,Employees,Card,Basic,1960.94
152432,2/11/2020,Male,50,Married,Kansas,1,workers,Other,Basic,2331.25
152433,2/11/2020,Female,51,Married,Montana,0,Employees,Other,Basic,2582.89
152434,2/12/2020,Female,54,Married,Alaska,1,Unemployment,Card,Basic,1118.41
152435,2/12/2020,Male,43,Married,Arkansas,1,workers,Card,Silver,295.67
152436,2/13/2020,Male,50,Single,New Jersey,0,self-employed,PayPal,Silver,454.37
152437,2/14/2020,Female,44,Single,Florida,0,workers,PayPal,Basic,1778.33
152438,2/14/2020,Male,42,Married,Nebraska,1,workers,Other,Basic,1613.31
152439,2/15/2020,Male,41,Married,West Virginia,1,workers,Other,Platinum,2501.89
152440,2/15/2020,Female,64,Single,Texas,0,Unemployment,Other,Missing,1403.77
152441,2/15/2020,Male,78,Married,North Dakota,0,Employees,Card,Basic,99.55
152442,2/16/2020,Male,16,Married,Nevada,1,workers,Card,Platinum,2988.13
152443,2/16/2020,Female,49,Single,Missouri,1,Unemployment,Card,Basic,1600.78
152444,2/16/2020,Female,62,Married,Idaho,0,self-employed,Other,Silver,2481.34
152445,2/16/2020,Female,65,Single,Minnesota,1,workers,PayPal,Basic,567.18
152446,2/16/2020,Female,51,Married,Vermont,1,workers,PayPal,Platinum,1613.31
152447,2/16/2020,Male,47,Single,Indiana,1,Employees,Card,Basic,567.78
152448,2/16/2020,Male,22,Married,Arizona,1,Employees,Other,Basic,1021.49
152449,2/17/2020,Female,58,Single,Maine,1,workers,Other,Basic,1771.53
152450,2/18/2020,Male,21,Single,Rhode Island,0,workers,Other,Silver,1885.48
152451,2/18/2020,Male,72,Single,New Mexico,0,workers,Other,Missing,2402.44
152452,2/18/2020,Female,22,Single,Colorado,1,Employees,PayPal,Platinum,2789.94
152453,2/18/2020,Male,21,Married,Delaware,0,workers,Card,Basic,1167.4
152454,2/18/2020,Male,62,Single,North Carolina,1,Unemployment,Card,Basic,1757.1
152455,2/19/2020,Female,77,Married,Washington,1,workers,PayPal,Silver,881.16
152456,2/19/2020,Female,62,Married,Massachusetts,1,Employees,PayPal,Basic,2640.97
152457,2/19/2020,Female,48,Married,Oklahoma,1,Employees,Card,Gold,1522.01
152458,2/19/2020,Female,22,Married,Maine,1,Unemployment,PayPal,Basic,1405.08
152459,2/20/2020,Male,78,Single,Virginia,0,Employees,Card,Gold,1764.55
152460,2/20/2020,Male,75,Married,Nebraska,1,workers,Other,Basic,820.94
152461,2/20/2020,Male,70,Married,Rhode Island,1,Employees,Other,Platinum,2772.92
152462,2/20/2020,Female,77,Married,Kentucky,1,Employees,Other,Silver,583.11
152463,2/21/2020,Female,58,Single,Illinois,1,workers,PayPal,Basic,405.51
152464,2/21/2020,Male,44,Married,Iowa,1,self-employed,PayPal,Basic,2903.28
152465,2/21/2020,Female,71,Single,South Dakota,0,Employees,PayPal,Gold,2706.14
152466,2/21/2020,Female,15,Married,Minnesota,1,Unemployment,PayPal,Basic,330.61
152467,2/22/2020,Male,50,Single,Colorado,1,Unemployment,PayPal,Basic,1640.63
152468,2/22/2020,Female,29,Single,Florida,0,Employees,Other,Platinum,781.71
152469,2/23/2020,Male,61,Married,Minnesota,1,Employees,PayPal,Missing,2919.78
152470,2/23/2020,Female,50,Married,Indiana,1,workers,Card,Basic,1829.21
152471,2/24/2020,Male,67,Single,Arkansas,0,Unemployment,PayPal,Basic,166.09
152472,2/24/2020,Male,66,Married,Wisconsin,0,Employees,Other,Basic,1272.77
152473,2/24/2020,Male,47,Married,Pennsylvania,0,Employees,PayPal,Platinum,2633.65
152474,2/24/2020,Male,16,Married,Tennessee,0,Employees,PayPal,Basic,795.97
152475,2/24/2020,Female,38,Single,Ohio,0,Employees,Other,Basic,1060.68
152476,2/25/2020,Male,62,Married,New Mexico,1,Employees,PayPal,Platinum,1401.41
152477,2/25/2020,Female,40,Single,Georgia,1,Employees,PayPal,Silver,966.13
152478,2/25/2020,Male,30,Single,Idaho,0,Unemployment,PayPal,Basic,2706.19
152479,2/26/2020,Male,22,Married,Mississippi,1,workers,Other,Basic,1624.2
152480,2/26/2020,Female,36,Single,New Mexico,0,self-employed,Other,Gold,203.83
152481,2/26/2020,Male,53,Single,Michigan,1,Employees,PayPal,Platinum,1793.15
152482,2/26/2020,Male,32,Married,Nevada,0,Employees,PayPal,Silver,269.06
152483,2/26/2020,Male,29,Single,Oregon,0,self-employed,Other,Missing,2580.54
152484,2/27/2020,Female,78,Married,Kentucky,1,Employees,PayPal,Basic,818.33
152485,2/28/2020,Male,53,Single,New Mexico,1,Employees,PayPal,Basic,2948.12
152486,2/28/2020,Female,26,Single,New Jersey,0,Employees,Card,Basic,131.54
152487,2/28/2020,Female,43,Married,Idaho,1,Employees,Card,Silver,2902.45
152488,2/28/2020,Female,71,Single,Nevada,1,Employees,PayPal,Platinum,1301.11
152489,2/28/2020,Female,75,Married,Maryland,1,Employees,PayPal,Platinum,2740.01
152490,2/29/2020,Male,38,Single,Michigan,1,workers,PayPal,Silver,2813.89
152491,3/2/2020,Male,60,Single,Oregon,0,workers,PayPal,Gold,1142.85
152492,3/2/2020,Male,26,Married,Maryland,1,Employees,PayPal,Silver,8.67
152493,3/3/2020,Male,76,Single,Maine,0,self-employed,PayPal,Basic,2757.85
152494,3/4/2020,Female,32,Single,Kentucky,1,workers,PayPal,Silver,2750.32
152495,3/4/2020,Female,51,Married,Alaska,1,Employees,Other,Basic,2594.75
152496,3/4/2020,Female,32,Married,Louisiana,0,Employees,Other,Basic,720.49
152497,3/5/2020,Male,61,Married,Kansas,1,workers,Card,Basic,126.08
152498,3/5/2020,Male,66,Married,Oregon,0,Employees,PayPal,Basic,1610.44
152499,3/5/2020,Male,63,Single,Oregon,1,workers,PayPal,Basic,1462.64
152500,3/6/2020,Male,56,Married,Florida,1,Unemployment,Other,Basic,2741.78
152501,3/6/2020,Male,72,Single,Arizona,1,Employees,Other,Gold,2906.76
152502,3/7/2020,Female,51,Single,Idaho,1,Employees,PayPal,Basic,1100.58
152503,3/7/2020,Male,58,Married,Massachusetts,0,Employees,PayPal,Basic,290.5
152504,3/7/2020,Female,19,Single,Minnesota,1,workers,Other,Silver,1762.99
152505,3/7/2020,Male,59,Married,New Hampshire,1,self-employed,PayPal,Silver,1177.86
152506,3/7/2020,Male,43,Single,Pennsylvania,1,Employees,PayPal,Silver,501.28
152507,3/8/2020,Female,58,Single,New Jersey,1,self-employed,Card,Platinum,508.39
152508,3/8/2020,Female,37,Married,Rhode Island,0,Unemployment,Card,Silver,2480.31
152509,3/8/2020,Male,77,Single,Texas,1,workers,Other,Silver,332.43
152510,3/9/2020,Male,40,Married,Delaware,1,Employees,PayPal,Basic,902.85
152511,3/9/2020,Female,37,Married,South Carolina,1,workers,PayPal,Silver,1383.85
152512,3/9/2020,Male,43,Married,Delaware,1,Unemployment,Other,Basic,1864.85
152513,3/10/2020,Male,19,Married,Pennsylvania,0,Employees,PayPal,Platinum,2345.85
152514,3/10/2020,Female,39,Married,Indiana,1,self-employed,Other,Silver,810.56
152515,3/10/2020,Male,27,Married,Kentucky,0,workers,Other,Silver,2957.04
152516,3/11/2020,Male,19,Married,Utah,0,Unemployment,Card,Gold,1101.86
152517,3/11/2020,Female,65,Married,California,1,Unemployment,PayPal,Basic,884.14
152518,3/11/2020,Female,27,Single,Wisconsin,1,Unemployment,Other,Platinum,666.42
152519,3/13/2020,Female,19,Married,Wisconsin,0,workers,PayPal,Platinum,719.49
152520,3/13/2020,Female,16,Married,Mississippi,1,workers,Other,Platinum,1222.43
152521,3/13/2020,Male,37,Married,Nevada,0,self-employed,Other,Silver,507.25
152522,3/13/2020,Male,30,Single,Texas,0,Employees,PayPal,Missing,2457.09
152523,3/14/2020,Female,34,Married,Kentucky,0,Employees,Card,Basic,2015.07
152524,3/15/2020,Male,57,Single,New Mexico,0,workers,PayPal,Platinum,57.81
152525,3/15/2020,Male,21,Married,Missouri,0,self-employed,PayPal,Basic,2944.92
152526,3/17/2020,Female,17,Married,Wisconsin,0,self-employed,Card,Platinum,411.33
152527,3/17/2020,Male,60,Married,Georgia,1,self-employed,PayPal,Basic,2712.47
152528,3/17/2020,Male,76,Married,North Carolina,0,workers,PayPal,Platinum,1133.76
152529,3/17/2020,Female,43,Single,New Mexico,1,self-employed,PayPal,Platinum,828.36
152530,3/18/2020,Female,19,Married,Georgia,1,self-employed,Other,Silver,1035.28
152531,3/18/2020,Female,68,Single,Connecticut,0,Employees,Other,Missing,2420.7
152532,3/18/2020,Female,54,Married,Florida,1,Employees,PayPal,Basic,1012.36
152533,3/20/2020,Male,38,Married,Pennsylvania,0,Employees,Card,Silver,774.74
152534,3/20/2020,Male,72,Single,Tennessee,0,self-employed,PayPal,Missing,238.21
152535,3/20/2020,Male,32,Single,Arkansas,0,Unemployment,PayPal,Basic,2546.71
152536,3/20/2020,Female,34,Single,Missouri,0,Unemployment,Other,Platinum,2655.2
152537,3/20/2020,Female,52,Married,Ohio,1,Employees,Card,Basic,2772.71
152538,3/21/2020,Male,38,Married,Washington,1,self-employed,PayPal,Gold,1714.81
152539,3/21/2020,Female,65,Married,Maine,0,Employees,PayPal,Basic,944.48
152540,3/22/2020,Female,32,Single,Ohio,0,Employees,Other,Silver,1969.64
152541,3/23/2020,Male,28,Single,Illinois,1,Employees,Card,Platinum,1105.48
152542,3/23/2020,Female,50,Single,New Hampshire,0,self-employed,PayPal,Missing,2541.8
152543,3/23/2020,Male,47,Married,Tennessee,1,Employees,Card,Silver,1735.23
152544,3/23/2020,Female,32,Married,Kentucky,0,self-employed,PayPal,Basic,2940.55
152545,3/24/2020,Male,68,Single,Missouri,1,Unemployment,Card,Missing,2401.06
152546,3/24/2020,Male,55,Married,Arizona,0,Unemployment,Card,Basic,1855.15
152547,3/24/2020,Male,25,Single,West Virginia,1,Employees,PayPal,Basic,450.85
152548,3/24/2020,Male,21,Single,Massachusetts,1,workers,PayPal,Silver,283.61
152549,3/24/2020,Female,32,Married,Florida,1,Unemployment,Card,Basic,200.88
152550,3/24/2020,Male,71,Single,Kentucky,0,self-employed,PayPal,Silver,1364.29
152551,3/25/2020,Female,77,Single,Georgia,1,workers,Other,Platinum,1844.08
152552,3/25/2020,Male,38,Married,Illinois,1,workers,Other,Missing,2323.87
152553,3/25/2020,Male,47,Married,North Carolina,0,workers,Card,Basic,1877.79
152554,3/26/2020,Female,49,Single,Connecticut,1,Employees,Card,Basic,485.26
152555,3/26/2020,Male,61,Single,Maine,1,workers,Other,Basic,250.49
152556,3/27/2020,Male,77,Single,Texas,1,Employees,Card,Basic,1838.09
152557,3/27/2020,Male,17,Single,Alabama,1,workers,Other,Platinum,1578.58
152558,3/27/2020,Female,77,Married,Colorado,0,self-employed,Card,Missing,2826.56
152559,3/27/2020,Male,19,Married,Washington,0,Employees,Other,Silver,2730.17
152560,3/29/2020,Female,38,Single,Nebraska,1,self-employed,PayPal,Platinum,2633.78
152561,3/30/2020,Female,60,Single,Montana,0,self-employed,Card,Silver,428.95
152562,3/30/2020,Female,59,Married,Wisconsin,0,workers,PayPal,Basic,123.42
152563,3/31/2020,Female,45,Married,Kansas,1,workers,Card,Basic,2534.05
152564,3/31/2020,Male,36,Single,Washington,1,workers,Card,Basic,590.22
152565,3/31/2020,Male,45,Married,Illinois,0,workers,Other,Basic,1364.74
152566,3/31/2020,Male,58,Married,Maine,1,Employees,PayPal,Basic,76.54
152567,3/31/2020,Male,77,Married,Virginia,1,workers,PayPal,Gold,426.6
152568,4/1/2020,Female,55,Married,New York,0,self-employed,PayPal,Basic,1112.58
152569,4/1/2020,Female,48,Single,Minnesota,1,workers,Card,Basic,1689.39
152570,4/1/2020,Female,68,Married,Delaware,0,Employees,PayPal,Basic,228.12
152571,4/2/2020,Male,24,Single,West Virginia,1,Employees,Card,Basic,1141.44
152572,4/3/2020,Male,49,Single,Colorado,1,Employees,Other,Gold,840.99
152573,4/3/2020,Male,66,Married,Texas,0,workers,PayPal,Platinum,1152.59
152574,4/4/2020,Male,32,Married,Hawaii,1,Employees,Card,Basic,857.79
152575,4/4/2020,Male,15,Married,Illinois,1,self-employed,Card,Platinum,2417.48
152576,4/4/2020,Female,26,Married,South Dakota,0,Employees,PayPal,Basic,256.89
152577,4/5/2020,Male,16,Married,Wyoming,0,self-employed,Card,Gold,714.17
152578,4/5/2020,Female,21,Single,Oklahoma,1,workers,PayPal,Gold,1171.45
152579,4/5/2020,Male,71,Married,Nevada,0,Employees,PayPal,Platinum,1628.73
152580,4/5/2020,Male,60,Married,Maine,0,Unemployment,Card,Platinum,2086.01
152581,4/6/2020,Female,18,Married,Arkansas,0,Employees,PayPal,Missing,754.73
152582,4/6/2020,Female,41,Married,Pennsylvania,1,self-employed,Other,Basic,2865.28
152583,4/7/2020,Male,75,Married,Kentucky,0,Employees,PayPal,Basic,2854.02
152584,4/7/2020,Male,16,Single,Idaho,0,workers,Other,Basic,1794.19
152585,4/8/2020,Female,44,Single,Oklahoma,0,Employees,PayPal,Platinum,2475.49
152586,4/8/2020,Male,69,Married,Indiana,0,Employees,PayPal,Basic,1898.75
152587,4/9/2020,Male,33,Single,Kentucky,0,Unemployment,Card,Basic,669.93
152588,4/9/2020,Female,36,Single,California,1,self-employed,PayPal,Basic,393.94
152589,4/9/2020,Male,19,Single,Montana,1,Employees,PayPal,Gold,214.11
152590,4/11/2020,Male,20,Single,Wyoming,0,Employees,PayPal,Basic,34.28
152591,4/11/2020,Female,42,Married,Pennsylvania,1,workers,PayPal,Basic,962.34
152592,4/11/2020,Female,41,Single,Washington,0,workers,Other,Basic,714.35
152593,4/11/2020,Female,65,Single,Utah,1,self-employed,Card,Platinum,466.36
152594,4/12/2020,Female,49,Married,Louisiana,0,Employees,PayPal,Platinum,2846
152595,4/13/2020,Male,64,Single,Indiana,0,Employees,PayPal,Basic,268.19
152596,4/13/2020,Male,60,Married,Oregon,1,Employees,Other,Basic,2491.1
152597,4/13/2020,Female,51,Single,Louisiana,1,self-employed,PayPal,Gold,1493.06
152598,4/13/2020,Male,56,Married,Hawaii,1,workers,PayPal,Silver,1239.01
152599,4/13/2020,Male,28,Married,Massachusetts,0,Employees,Card,Basic,1398.36
152600,4/14/2020,Female,64,Single,Washington,0,Employees,Card,Platinum,1557.71
152601,4/14/2020,Male,74,Married,Kansas,0,self-employed,Other,Platinum,473.24
152602,4/14/2020,Male,28,Married,Washington,1,Unemployment,Card,Silver,292.45
152603,4/14/2020,Female,58,Single,Idaho,1,self-employed,Other,Basic,741.93
152604,4/15/2020,Female,20,Single,Wyoming,1,workers,PayPal,Basic,2582.51
152605,4/15/2020,Female,21,Single,California,1,workers,Other,Silver,977.61
152606,4/15/2020,Female,34,Married,Massachusetts,0,Employees,PayPal,Basic,247.8
152607,4/16/2020,Male,57,Married,Iowa,1,workers,Other,Basic,402.66
152608,4/16/2020,Male,35,Single,Colorado,1,Employees,PayPal,Gold,395.99
152609,4/17/2020,Male,58,Married,Colorado,1,workers,PayPal,Basic,2903.98
152610,4/17/2020,Female,37,Single,Illinois,1,self-employed,Card,Platinum,1583.01
152611,4/17/2020,Female,51,Married,New Jersey,0,workers,PayPal,Silver,1665.44
152612,4/18/2020,Male,73,Married,Minnesota,1,self-employed,PayPal,Missing,2774.5
152613,4/18/2020,Female,42,Married,Oregon,1,Unemployment,Card,Silver,2659.77
152614,4/18/2020,Female,33,Married,Oregon,0,workers,PayPal,Basic,626.92
152615,4/19/2020,Male,50,Married,New Hampshire,1,self-employed,PayPal,Gold,586.68
152616,4/19/2020,Female,18,Married,Delaware,0,workers,Card,Silver,546.44
152617,4/19/2020,Male,71,Married,Mississippi,1,Employees,Other,Basic,810.74
152618,4/20/2020,Female,42,Married,Illinois,1,workers,Card,Platinum,557.7
152619,4/20/2020,Male,75,Married,New York,1,workers,PayPal,Platinum,815.59
152620,4/20/2020,Male,29,Single,New York,0,self-employed,PayPal,Missing,1565
152621,4/21/2020,Male,38,Married,New Mexico,1,Employees,Card,Platinum,2469.32
152622,4/21/2020,Male,48,Single,Illinois,0,Employees,Other,Basic,2790.76
152623,4/21/2020,Female,61,Married,North Dakota,1,workers,PayPal,Basic,1198.33
152624,4/21/2020,Male,37,Married,North Carolina,1,Employees,PayPal,Basic,1847.18
152625,4/22/2020,Female,44,Single,Arizona,1,Employees,Other,Basic,2873.01
152626,4/23/2020,Male,34,Single,Florida,1,Employees,PayPal,Basic,644.43
152627,4/24/2020,Male,33,Single,Arkansas,0,self-employed,Other,Silver,2721.75
152628,4/25/2020,Female,63,Single,Minnesota,0,self-employed,Card,Basic,2562.56
152629,4/26/2020,Male,27,Married,Illinois,0,workers,PayPal,Platinum,693.59
152630,4/27/2020,Male,50,Single,Utah,0,Employees,Card,Basic,952.25
152631,4/27/2020,Male,41,Single,California,0,Employees,PayPal,Basic,224.65
152632,4/28/2020,Female,73,Single,Nebraska,0,workers,Card,Silver,164.69
152633,4/28/2020,Male,53,Married,Minnesota,0,self-employed,PayPal,Basic,1957.02
152634,4/29/2020,Female,55,Married,Wyoming,1,workers,PayPal,Basic,2976.07
152635,4/29/2020,Female,53,Married,Delaware,0,self-employed,PayPal,Silver,1344.45
152636,4/29/2020,Female,39,Single,Colorado,0,Employees,Other,Platinum,2552.31
152637,4/29/2020,Female,55,Married,Mississippi,1,Employees,Card,Basic,720.13
152638,4/29/2020,Male,70,Married,South Carolina,0,Employees,PayPal,Basic,2793.46
152639,4/29/2020,Male,22,Single,Arkansas,0,self-employed,Card,Gold,242.49
152640,4/30/2020,Male,45,Single,Connecticut,0,Employees,PayPal,Platinum,2511.86
152641,4/30/2020,Male,18,Single,Missouri,1,Unemployment,Card,Silver,4781.23
152642,5/1/2020,Female,39,Married,Hawaii,0,Employees,Card,Gold,324.4
152643,5/1/2020,Female,27,Single,New York,0,workers,PayPal,Platinum,386.88
152644,5/3/2020,Female,33,Single,South Dakota,0,workers,Other,Basic,409.17
152645,5/3/2020,Male,47,Married,Utah,0,Employees,PayPal,Silver,147.56
152646,5/3/2020,Male,21,Single,Mississippi,1,Unemployment,PayPal,Platinum,2921.43
152647,5/3/2020,Male,61,Single,Idaho,1,workers,Card,Missing,2677.17
152648,5/5/2020,Male,75,Single,Maine,0,self-employed,PayPal,Missing,234.49
152649,5/5/2020,Male,28,Married,Pennsylvania,0,workers,PayPal,Silver,682.37
152650,5/5/2020,Female,64,Married,Illinois,1,workers,Card,Basic,1183.79
152651,5/5/2020,Male,72,Married,Rhode Island,1,Employees,PayPal,Silver,891.19
152652,5/5/2020,Female,17,Single,Kentucky,1,Unemployment,PayPal,Silver,1809.36
152653,5/6/2020,Male,67,Married,New Hampshire,1,Employees,PayPal,Basic,1838.74
152654,5/7/2020,Male,16,Married,Massachusetts,1,workers,PayPal,Silver,950.46
152655,5/7/2020,Female,72,Married,Mississippi,1,self-employed,PayPal,Basic,348.16
152656,5/7/2020,Female,37,Married,New York,0,Employees,Card,Basic,2003.85
152657,5/7/2020,Male,52,Married,Kentucky,1,workers,Other,Platinum,1040.72
152658,5/7/2020,Male,17,Married,South Carolina,1,Employees,Card,Gold,580.48
152659,5/8/2020,Female,27,Married,Florida,1,self-employed,PayPal,Gold,1877.91
152660,5/8/2020,Male,35,Single,Connecticut,0,Employees,Other,Platinum,1141.54
152661,5/9/2020,Male,57,Single,North Carolina,0,workers,PayPal,Silver,1919.51
152662,5/9/2020,Female,76,Single,Illinois,1,Employees,PayPal,Silver,2697.48
152663,5/10/2020,Male,33,Single,Louisiana,1,Employees,Card,Platinum,1859.43
152664,5/11/2020,Male,28,Single,Illinois,0,self-employed,Card,Basic,2436.86
152665,5/11/2020,Female,54,Married,Delaware,1,workers,PayPal,Basic,1826.02
152666,5/11/2020,Female,42,Single,Kansas,1,self-employed,PayPal,Silver,1763.71
152667,5/12/2020,Female,59,Single,Kentucky,1,workers,Card,Platinum,969.93
152668,5/12/2020,Female,72,Married,Oregon,1,Employees,Card,Missing,1113.41
152669,5/12/2020,Male,45,Married,Wyoming,0,workers,Card,Platinum,56.06
152670,5/13/2020,Male,76,Married,Oregon,0,workers,PayPal,Basic,1476.77
152671,5/13/2020,Female,22,Married,Maine,0,self-employed,PayPal,Basic,2648.71
152672,5/13/2020,Male,28,Married,Alabama,1,self-employed,Other,Platinum,1424.7
152673,5/13/2020,Male,72,Married,Colorado,1,workers,PayPal,Basic,200.69
152674,5/13/2020,Female,37,Married,Connecticut,1,self-employed,PayPal,Silver,2940.37
152675,5/13/2020,Male,43,Married,Iowa,1,workers,Card,Silver,1889.07
152676,5/14/2020,Male,16,Married,Nevada,1,self-employed,Other,Basic,1047.63
152677,5/14/2020,Female,62,Married,New Hampshire,1,self-employed,Other,Basic,1914.37
152678,5/15/2020,Female,76,Single,Colorado,0,Unemployment,PayPal,Silver,1364.23
152679,5/15/2020,Female,64,Single,North Carolina,1,self-employed,PayPal,Silver,1276.36
152680,5/15/2020,Female,16,Married,Tennessee,1,Employees,PayPal,Basic,701.22
152681,5/15/2020,Male,71,Married,New Mexico,1,Unemployment,Other,Gold,540.65
152682,5/17/2020,Male,36,Single,Texas,0,workers,Card,Basic,1943.78
152683,5/17/2020,Male,24,Married,North Dakota,0,workers,Other,Basic,192.45
152684,5/18/2020,Female,61,Single,North Carolina,0,Employees,Card,Basic,1276.36
152685,5/18/2020,Female,62,Married,Mississippi,1,workers,Other,Silver,31.13
152686,5/18/2020,Male,37,Married,Arkansas,1,Unemployment,PayPal,Platinum,1927.09
152687,5/19/2020,Female,47,Married,New Mexico,1,workers,PayPal,Basic,1708.52
152688,5/19/2020,Female,21,Single,Pennsylvania,1,workers,Card,Silver,975.61
152689,5/19/2020,Male,71,Single,Wyoming,1,Unemployment,Card,Platinum,1190.23
152690,5/19/2020,Female,21,Married,New Mexico,0,self-employed,Other,Basic,334.86
152691,5/19/2020,Male,32,Married,Vermont,0,workers,PayPal,Basic,570.48
152692,5/20/2020,Female,58,Married,Ohio,0,self-employed,Other,Basic,1746.89
152693,5/20/2020,Male,18,Married,Georgia,1,workers,Other,Basic,2926.09
152694,5/20/2020,Male,71,Married,Oregon,1,Unemployment,Other,Basic,975.54
152695,5/21/2020,Male,76,Single,Maine,1,workers,PayPal,Basic,192.45
152696,5/22/2020,Male,48,Married,North Carolina,0,self-employed,Other,Silver,1001.32
152697,5/22/2020,Female,59,Married,New Jersey,1,Employees,Other,Silver,2571.83
152698,5/22/2020,Male,31,Married,Kentucky,1,Employees,Card,Silver,4142.34
152699,5/23/2020,Female,55,Married,Oregon,0,Unemployment,Card,Platinum,5712.85
152700,5/23/2020,Male,18,Married,Nevada,1,Employees,Card,Basic,7283.36
152701,5/23/2020,Male,21,Married,Washington,1,Employees,Card,Silver,8853.87
152702,5/23/2020,Female,39,Married,South Dakota,1,self-employed,PayPal,Basic,10424.38
152703,5/24/2020,Male,43,Married,Kentucky,0,workers,PayPal,Basic,1030.11
152704,5/24/2020,Male,35,Married,New Jersey,1,self-employed,PayPal,Basic,2561.53
152705,5/24/2020,Male,48,Married,Minnesota,0,Employees,Card,Missing,138.99
152706,5/25/2020,Female,23,Single,Wisconsin,1,Unemployment,PayPal,Platinum,1504.44
152707,5/25/2020,Male,50,Married,New Hampshire,1,self-employed,Card,Gold,1729.95
152708,5/25/2020,Female,28,Married,Nevada,1,self-employed,PayPal,Gold,1056.61
152709,5/25/2020,Female,56,Married,New York,1,Employees,PayPal,Basic,2901.83
152710,5/25/2020,Female,56,Married,Colorado,1,self-employed,Card,Basic,2557.1
152711,5/25/2020,Female,71,Married,Louisiana,1,Employees,PayPal,Basic,1322.31
152712,5/26/2020,Male,24,Married,Maine,0,Unemployment,PayPal,Platinum,244.89
152713,5/26/2020,Male,61,Single,Hawaii,1,Employees,Card,Basic,693.43
152714,5/27/2020,Male,27,Single,Colorado,0,workers,Card,Silver,1185.2
152715,5/27/2020,Male,33,Married,South Dakota,1,Employees,Card,Silver,1676.97
152716,5/28/2020,Female,63,Single,Pennsylvania,1,self-employed,PayPal,Platinum,2409.86
152717,5/28/2020,Female,70,Married,South Carolina,1,Employees,PayPal,Missing,1317.93
152718,5/28/2020,Female,28,Married,Kansas,0,workers,PayPal,Silver,1031.86
152719,5/29/2020,Male,53,Married,Iowa,1,self-employed,PayPal,Basic,2640.96
152720,5/29/2020,Male,71,Married,Idaho,0,Employees,Other,Basic,228.71
152721,5/29/2020,Male,31,Married,Virginia,1,Employees,PayPal,Basic,108.47
152722,5/30/2020,Male,73,Single,New Jersey,0,Employees,PayPal,Silver,1683.58
152723,5/30/2020,Male,54,Single,Illinois,1,workers,Card,Basic,1762.21
152724,5/30/2020,Female,63,Married,Ohio,1,workers,PayPal,Gold,645.51
152725,5/30/2020,Male,61,Married,Montana,1,workers,PayPal,Basic,1755.41
152726,5/30/2020,Female,60,Single,Delaware,1,Employees,PayPal,Gold,55.65
152727,5/31/2020,Male,56,Single,Connecticut,0,workers,PayPal,Silver,1358.84
152728,5/31/2020,Male,50,Single,New Mexico,1,Employees,Other,Missing,1323.49
152729,5/31/2020,Female,63,Single,Missouri,0,self-employed,Other,Basic,2725.43
152730,6/1/2020,Female,59,Married,Wisconsin,0,Employees,Card,Silver,50.83
152731,6/1/2020,Male,17,Married,Nebraska,0,workers,PayPal,Platinum,547.97
152732,6/2/2020,Male,76,Married,New Jersey,1,Unemployment,PayPal,Basic,659.75
152733,6/2/2020,Female,63,Married,Missouri,1,Employees,PayPal,Gold,809.09
152734,6/3/2020,Male,68,Single,South Dakota,1,Employees,PayPal,Platinum,2975.5
152735,6/3/2020,Male,19,Married,Maine,0,workers,Other,Missing,1909.48
152736,6/3/2020,Female,24,Married,South Carolina,0,Employees,Card,Gold,843.46
152737,6/3/2020,Male,56,Married,Wisconsin,1,workers,PayPal,Silver,731.05
152738,6/3/2020,Male,60,Single,Washington,1,workers,Other,Missing,2403.94
152739,6/4/2020,Female,16,Married,Maine,1,self-employed,PayPal,Basic,994.84
152740,6/5/2020,Female,25,Married,Iowa,0,workers,PayPal,Basic,2975.5
152741,6/5/2020,Female,17,Married,Iowa,1,workers,Other,Missing,619.26
152742,6/5/2020,Female,78,Married,Massachusetts,1,Employees,PayPal,Basic,1150.72
152743,6/6/2020,Male,54,Single,West Virginia,1,self-employed,Other,Platinum,964.18
152744,6/6/2020,Male,44,Single,New Jersey,0,Unemployment,PayPal,Basic,1972.91
152745,6/6/2020,Female,70,Married,Massachusetts,0,workers,Other,Silver,2444.49
152746,6/7/2020,Male,35,Single,Georgia,1,Employees,Card,Basic,189.69
152747,6/7/2020,Male,63,Single,Kentucky,1,workers,Card,Platinum,2975.5
152748,6/7/2020,Female,67,Married,Kansas,0,workers,Other,Platinum,524.88
152749,6/7/2020,Male,36,Single,North Carolina,1,Employees,Other,Silver,209.75
152750,6/8/2020,Male,77,Married,Colorado,1,Employees,Other,Gold,2480.85
152751,6/8/2020,Female,48,Married,Pennsylvania,1,Unemployment,PayPal,Basic,1755.6
